Kdex,Ndex,Name,Type1,Type2,Link,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,Damaged Normally by,Weak to,Immue to,Resisant to
 #002, #253,Grovyle,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Grovyle_(Pok%C3%A9mon),50,65,45,85,65,95,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #003, #254,Sceptile,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Sceptile_(Pok%C3%A9mon),70,85,65,105,85,120,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #004, #255,Torchic,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Torchic_(Pok%C3%A9mon),45,60,40,70,50,45,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #005, #256,Combusken,Fire,Fighting,https://bulbapedia.bulbagarden.net//wiki/Combusken_(Pok%C3%A9mon),60,85,60,85,60,55,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Ghost_1×', 'Electric_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ground_2×', 'Water_2×', 'Psychic_2×']",['None'],"['Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Dark_½×']"
 #006, #257,Blaziken,Fire,Fighting,https://bulbapedia.bulbagarden.net//wiki/Blaziken_(Pok%C3%A9mon),80,120,70,110,70,80,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Ghost_1×', 'Electric_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ground_2×', 'Water_2×', 'Psychic_2×']",['None'],"['Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Dark_½×']"
 #007, #258,Mudkip,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Mudkip_(Pok%C3%A9mon),50,70,50,50,50,40,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #008, #259,Marshtomp,Water,Ground,https://bulbapedia.bulbagarden.net//wiki/Marshtomp_(Pok%C3%A9mon),70,85,70,60,70,50,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Grass_4×'],['Electric_0×'],"['Poison_½×', 'Rock_½×', 'Steel_½×', 'Fire_½×']"
 #009, #260,Swampert,Water,Ground,https://bulbapedia.bulbagarden.net//wiki/Swampert_(Pok%C3%A9mon),100,110,90,85,90,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Grass_4×'],['Electric_0×'],"['Poison_½×', 'Rock_½×', 'Steel_½×', 'Fire_½×']"
 #010, #261,Poochyena,Dark,Null,https://bulbapedia.bulbagarden.net//wiki/Poochyena_(Pok%C3%A9mon),35,55,35,30,30,35,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Fighting_2×', 'Bug_2×', 'Fairy_2×']",['Psychic_0×'],"['Ghost_½×', 'Dark_½×']"
 #011, #262,Mightyena,Dark,Null,https://bulbapedia.bulbagarden.net//wiki/Mightyena_(Pok%C3%A9mon),70,90,70,60,60,70,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Fighting_2×', 'Bug_2×', 'Fairy_2×']",['Psychic_0×'],"['Ghost_½×', 'Dark_½×']"
 #012, #263,Zigzagoon,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Zigzagoon_(Pok%C3%A9mon),38,30,41,30,41,60,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
  , #263,Zigzagoon,Dark,Normal,https://bulbapedia.bulbagarden.net//wiki/Zigzagoon_(Pok%C3%A9mon),38,30,41,30,41,60,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #013, #264,Linoone,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Linoone_(Pok%C3%A9mon),78,70,61,50,61,100,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
  , #264,Linoone,Dark,Normal,https://bulbapedia.bulbagarden.net//wiki/Linoone_(Pok%C3%A9mon),78,70,61,50,61,100,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #014, #265,Wurmple,Bug,Null,https://bulbapedia.bulbagarden.net//wiki/Wurmple_(Pok%C3%A9mon),45,45,35,20,30,20,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Grass_½×']"
 #015, #266,Silcoon,Bug,Null,https://bulbapedia.bulbagarden.net//wiki/Silcoon_(Pok%C3%A9mon),50,35,55,25,25,15,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Grass_½×']"
 #016, #267,Beautifly,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Beautifly_(Pok%C3%A9mon),60,70,50,90,50,65,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #017, #268,Cascoon,Bug,Null,https://bulbapedia.bulbagarden.net//wiki/Cascoon_(Pok%C3%A9mon),50,35,55,25,25,15,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Grass_½×']"
 #018, #269,Dustox,Bug,Poison,https://bulbapedia.bulbagarden.net//wiki/Dustox_(Pok%C3%A9mon),60,50,70,50,90,65,"['Normal_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Rock_2×', 'Fire_2×', 'Psychic_2×']",['None'],"['Fighting_¼×', 'Poison_½×', 'Bug_½×', 'Grass_¼×', 'Fairy_½×']"
 #019, #270,Lotad,Water,Grass,https://bulbapedia.bulbagarden.net//wiki/Lotad_(Pok%C3%A9mon),40,30,30,40,50,30,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×']",['None'],"['Ground_½×', 'Steel_½×', 'Water_¼×']"
 #020, #271,Lombre,Water,Grass,https://bulbapedia.bulbagarden.net//wiki/Lombre_(Pok%C3%A9mon),60,50,50,60,70,50,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×']",['None'],"['Ground_½×', 'Steel_½×', 'Water_¼×']"
 #021, #272,Ludicolo,Water,Grass,https://bulbapedia.bulbagarden.net//wiki/Ludicolo_(Pok%C3%A9mon),80,70,70,90,100,70,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×']",['None'],"['Ground_½×', 'Steel_½×', 'Water_¼×']"
 #022, #273,Seedot,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Seedot_(Pok%C3%A9mon),40,40,50,30,30,30,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #023, #274,Nuzleaf,Grass,Dark,https://bulbapedia.bulbagarden.net//wiki/Nuzleaf_(Pok%C3%A9mon),70,70,40,60,40,60,"['Normal_1×', 'Rock_1×', 'Steel_1×', 'Dragon_1×']","['Fighting_2×', 'Flying_2×', 'Poison_2×', 'Bug_4×', 'Fire_2×', 'Ice_2×', 'Fairy_2×']",['Psychic_0×'],"['Ground_½×', 'Ghost_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #024, #275,Shiftry,Grass,Dark,https://bulbapedia.bulbagarden.net//wiki/Shiftry_(Pok%C3%A9mon),90,100,60,90,60,80,"['Normal_1×', 'Rock_1×', 'Steel_1×', 'Dragon_1×']","['Fighting_2×', 'Flying_2×', 'Poison_2×', 'Bug_4×', 'Fire_2×', 'Ice_2×', 'Fairy_2×']",['Psychic_0×'],"['Ground_½×', 'Ghost_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #025, #276,Taillow,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Taillow_(Pok%C3%A9mon),40,55,30,30,30,85,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #026, #277,Swellow,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Swellow_(Pok%C3%A9mon),60,85,60,50,50,125,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #027, #278,Wingull,Water,Flying,https://bulbapedia.bulbagarden.net//wiki/Wingull_(Pok%C3%A9mon),40,30,30,55,30,85,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_4×']",['Ground_0×'],"['Fighting_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×']"
 #028, #279,Pelipper,Water,Flying,https://bulbapedia.bulbagarden.net//wiki/Pelipper_(Pok%C3%A9mon),60,50,100,85,70,65,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_4×']",['Ground_0×'],"['Fighting_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×']"
 #029, #280,Ralts,Psychic,Fairy,https://bulbapedia.bulbagarden.net//wiki/Ralts_(Pok%C3%A9mon),28,25,25,45,35,40,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Poison_2×', 'Ghost_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_¼×', 'Psychic_½×']"
 #030, #281,Kirlia,Psychic,Fairy,https://bulbapedia.bulbagarden.net//wiki/Kirlia_(Pok%C3%A9mon),38,35,35,65,55,50,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Poison_2×', 'Ghost_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_¼×', 'Psychic_½×']"
 #031, #282,Gardevoir,Psychic,Fairy,https://bulbapedia.bulbagarden.net//wiki/Gardevoir_(Pok%C3%A9mon),68,65,65,125,115,80,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Poison_2×', 'Ghost_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_¼×', 'Psychic_½×']"
 #032, #283,Surskit,Bug,Water,https://bulbapedia.bulbagarden.net//wiki/Surskit_(Pok%C3%A9mon),40,30,32,50,52,65,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Electric_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Steel_½×', 'Water_½×', 'Ice_½×']"
 #033, #284,Masquerain,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Masquerain_(Pok%C3%A9mon),70,60,62,80,82,60,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #034, #285,Shroomish,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Shroomish_(Pok%C3%A9mon),60,40,60,40,60,35,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #035, #286,Breloom,Grass,Fighting,https://bulbapedia.bulbagarden.net//wiki/Breloom_(Pok%C3%A9mon),60,130,80,60,60,70,"['Normal_1×', 'Fighting_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Dragon_1×']","['Flying_4×', 'Poison_2×', 'Fire_2×', 'Psychic_2×', 'Ice_2×', 'Fairy_2×']",['None'],"['Ground_½×', 'Rock_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #036, #287,Slakoth,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Slakoth_(Pok%C3%A9mon),60,60,60,35,35,30,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #037, #288,Vigoroth,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Vigoroth_(Pok%C3%A9mon),80,80,80,55,55,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #038, #289,Slaking,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Slaking_(Pok%C3%A9mon),150,160,100,95,65,100,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #042, #290,Nincada,Bug,Ground,https://bulbapedia.bulbagarden.net//wiki/Nincada_(Pok%C3%A9mon),31,45,90,30,30,40,"['Normal_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Fire_2×', 'Water_2×', 'Ice_2×']",['Electric_0×'],"['Fighting_½×', 'Poison_½×', 'Ground_½×']"
 #043, #291,Ninjask,Bug,Flying,https://bulbapedia.bulbagarden.net//wiki/Ninjask_(Pok%C3%A9mon),61,90,45,50,50,160,"['Normal_1×', 'Poison_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_4×', 'Fire_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Fighting_¼×', 'Bug_½×', 'Grass_¼×']"
 #044, #292,Shedinja,Bug,Ghost,https://bulbapedia.bulbagarden.net//wiki/Shedinja_(Pok%C3%A9mon),1,90,45,30,30,40,['None'],"['Flying_2×', 'Rock_2×', 'Ghost_2×', 'Fire_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×', 'Poison_0×', 'Ground_0×', 'Bug_0×', 'Steel_0×', 'Water_0×', 'Grass_0×', 'Electric_0×', 'Psychic_0×', 'Ice_0×', 'Dragon_0×', 'Fairy_0×']",['None']
 #045, #293,Whismur,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Whismur_(Pok%C3%A9mon),64,51,23,51,23,28,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #046, #294,Loudred,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Loudred_(Pok%C3%A9mon),84,71,43,71,43,48,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #047, #295,Exploud,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Exploud_(Pok%C3%A9mon),104,91,63,91,63,68,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #048, #296,Makuhita,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Makuhita_(Pok%C3%A9mon),72,60,30,20,30,25,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #049, #297,Hariyama,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Hariyama_(Pok%C3%A9mon),144,120,60,40,60,50,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #054, #298,Azurill,Normal,Fairy,https://bulbapedia.bulbagarden.net//wiki/Azurill_(Pok%C3%A9mon),50,20,40,20,40,20,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']","['Ghost_0×', 'Dragon_0×']","['Bug_½×', 'Dark_½×']"
 #060, #299,Nosepass,Rock,Null,https://bulbapedia.bulbagarden.net//wiki/Nosepass_(Pok%C3%A9mon),30,45,135,45,90,30,"['Rock_1×', 'Bug_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_2×', 'Grass_2×']",['None'],"['Normal_½×', 'Flying_½×', 'Poison_½×', 'Fire_½×']"
 #061, #300,Skitty,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Skitty_(Pok%C3%A9mon),50,45,45,35,35,50,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #062, #301,Delcatty,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Delcatty_(Pok%C3%A9mon),70,65,65,55,55,70,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #068, #302,Sableye,Dark,Ghost,https://bulbapedia.bulbagarden.net//wiki/Sableye_(Pok%C3%A9mon),50,75,75,65,65,50,"['Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']",['Fairy_2×'],"['Normal_0×', 'Fighting_0×', 'Psychic_0×']",['Poison_½×']
 #069, #303,Mawile,Steel,Fairy,https://bulbapedia.bulbagarden.net//wiki/Mawile_(Pok%C3%A9mon),50,85,85,55,55,50,"['Fighting_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×']","['Ground_2×', 'Fire_2×']","['Poison_0×', 'Dragon_0×']","['Normal_½×', 'Flying_½×', 'Rock_½×', 'Bug_¼×', 'Grass_½×', 'Psychic_½×', 'Ice_½×', 'Dark_½×', 'Fairy_½×']"
 #070, #304,Aron,Steel,Rock,https://bulbapedia.bulbagarden.net//wiki/Aron_(Pok%C3%A9mon),50,70,100,40,40,30,"['Ghost_1×', 'Steel_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Dark_1×']","['Fighting_4×', 'Ground_4×', 'Water_2×']",['Poison_0×'],"['Normal_¼×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #071, #305,Lairon,Steel,Rock,https://bulbapedia.bulbagarden.net//wiki/Lairon_(Pok%C3%A9mon),60,90,140,50,50,40,"['Ghost_1×', 'Steel_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Dark_1×']","['Fighting_4×', 'Ground_4×', 'Water_2×']",['Poison_0×'],"['Normal_¼×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #072, #306,Aggron,Steel,Rock,https://bulbapedia.bulbagarden.net//wiki/Aggron_(Pok%C3%A9mon),70,110,180,60,60,50,"['Ghost_1×', 'Steel_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Dark_1×']","['Fighting_4×', 'Ground_4×', 'Water_2×']",['Poison_0×'],"['Normal_¼×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
